Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,No,Travel_Rarely,Sales,9,3,Marketing,1,1591,3,Male,3,5,Manager,3,Married,193310,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1592,4,Male,4,1,Research Scientist,3,Married,20730,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Science,1,1594,1,Male,4,2,Laboratory Technician,1,Married,55620,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,1,1595,4,Male,2,5,Manager,4,Single,196130,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,3,Science,1,1596,2,Male,4,2,Laboratory Technician,3,Married,34070,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,1597,4,Male,2,2,Healthcare Representative,3,Married,50630,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,2,Science,1,1598,4,Female,3,2,Sales Executive,1,Married,46390,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,1599,4,Male,4,1,Laboratory Technician,2,Divorced,48760,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,2,Science,1,1601,3,Male,2,1,Laboratory Technician,4,Married,26900,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Science,1,1602,4,Male,4,4,Manager,1,Single,175670,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,1,1604,3,Male,3,1,Laboratory Technician,2,Married,24080,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,1,1605,2,Female,2,1,Research Scientist,3,Married,28140,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,1,1606,2,Male,3,4,Healthcare Representative,3,Married,112450,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,1,1607,2,Female,4,1,Research Scientist,4,Married,33120,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,1,1608,2,Female,3,5,Research Director,4,Divorced,190490,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,1,1609,2,Male,2,1,Research Scientist,2,Married,21410,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,1,1611,3,Female,1,2,Laboratory Technician,1,Single,57690,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,1612,1,Male,2,2,Sales Executive,1,Married,43850,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,1,1613,4,Male,3,2,Sales Executive,1,Single,53320,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Science,1,1614,3,Female,3,2,Manufacturing Director,3,Married,46630,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Science,1,1615,3,Male,4,2,Manufacturing Director,4,Divorced,47240,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Science,1,1617,3,Female,3,1,Laboratory Technician,1,Married,32110,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,1,1618,2,Male,3,2,Manufacturing Director,1,Married,53770,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,1,1619,4,Male,2,1,Laboratory Technician,1,Divorced,40660,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Science,1,1621,2,Male,4,2,Research Scientist,1,Married,52080,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,1,1622,2,Female,1,2,Manufacturing Director,1,Divorced,48770,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,1,1623,3,Male,3,1,Research Scientist,4,Single,31170,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,1,1624,2,Female,3,1,Sales Representative,4,Single,15690,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Science,1,1625,4,Female,3,5,Manager,3,Married,196580,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,1,1627,3,Male,2,2,Laboratory Technician,3,Divorced,30690,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Science,1,1628,1,Female,2,3,Manufacturing Director,3,Married,104350,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Science,1,1630,3,Female,3,2,Healthcare Representative,3,Married,41480,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Science,1,1631,3,Male,3,2,Manufacturing Director,3,Married,57680,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,1633,1,Female,3,2,Manufacturing Director,3,Single,50420,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,1,1635,4,Female,2,2,Manufacturing Director,4,Divorced,57700,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,1,1638,4,Female,2,3,Manufacturing Director,3,Married,77560,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,1,1639,4,Male,2,3,Sales Executive,1,Married,103060,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,1,1640,2,Female,3,1,Research Scientist,2,Married,39360,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,3,Science,1,1641,3,Female,3,3,Manufacturing Director,4,Single,79450,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,1642,1,Male,3,2,Human Resources,4,Married,57430,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,1,1644,3,Male,2,4,Manager,4,Married,152020,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,1645,1,Male,1,2,Sales Executive,4,Divorced,54400,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,1646,1,Female,3,1,Research Scientist,4,Single,37600,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,1647,2,Female,4,1,Research Scientist,3,Married,35170,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,1,1648,4,Male,3,1,Research Scientist,4,Single,25800,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Science,1,1649,1,Male,3,1,Laboratory Technician,1,Single,21660,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,1,1650,3,Male,2,2,Sales Executive,3,Single,58690,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,4,Science,1,1651,2,Female,3,3,Healthcare Representative,1,Married,80080,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1,Science,1,1653,4,Male,4,2,Manufacturing Director,3,Divorced,52060,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,1,1654,4,Male,3,2,Manufacturing Director,2,Married,52950,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,1655,1,Female,3,4,Research Director,2,Married,164130,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,5,Science,1,1656,4,Female,2,3,Research Director,1,Divorced,132690,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,1,1657,3,Female,3,1,Sales Representative,3,Single,27830,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,3,3,Science,1,1658,4,Female,3,2,Research Scientist,2,Divorced,54330,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,3,Science,1,1659,1,Male,3,1,Laboratory Technician,2,Single,20130,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1,Science,1,1661,3,Female,2,4,Healthcare Representative,3,Married,139660,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,3,Married,43740,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,2,Science,1,1664,4,Male,4,2,Healthcare Representative,1,Divorced,68420,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,22,5,Medical,1,1665,2,Female,3,4,Manager,3,Married,174260,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,2,Science,1,1666,3,Male,2,4,Research Director,3,Married,176030,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,12,4,Other,1,1667,4,Male,3,2,Sales Executive,4,Single,45810,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
38,No,Travel_Frequently,Research & Development,1,3,Science,1,1668,4,Male,3,2,Research Scientist,4,Married,47350,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
29,No,Travel_Rarely,Sales,5,3,Medical,1,1669,1,Male,2,2,Sales Executive,2,Divorced,41870,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,1,1670,4,Male,3,2,Sales Executive,4,Divorced,55050,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,1671,4,Male,3,2,Research Scientist,2,Divorced,54700,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,4,Science,1,1673,1,Female,3,2,Sales Executive,4,Married,54760,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,1,1674,4,Female,3,1,Laboratory Technician,1,Divorced,25870,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,1,1675,4,Female,2,1,Laboratory Technician,2,Single,24400,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
47,No,Travel_Rarely,Sales,2,4,Science,1,1676,2,Female,4,4,Manager,2,Divorced,159720,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,Science,1,1677,3,Male,3,4,Manager,3,Single,153790,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,2,Science,1,1678,4,Male,3,3,Sales Executive,3,Single,70820,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
20,No,Travel_Rarely,Sales,9,1,Science,1,1680,4,Male,3,1,Sales Representative,1,Single,27280,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
33,No,Non-Travel,Sales,16,3,Science,1,1681,3,Female,3,2,Sales Executive,4,Divorced,53680,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
36,No,Travel_Rarely,Research & Development,26,4,Science,1,1682,1,Male,3,2,Healthcare Representative,3,Married,53470,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,3,Science,1,1683,3,Female,3,1,Human Resources,4,Divorced,31950,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1684,4,Male,2,1,Laboratory Technician,3,Single,39890,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,1,1687,4,Female,3,1,Laboratory Technician,3,Married,33060,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,1,1689,2,Male,4,3,Healthcare Representative,4,Married,70050,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,1,1691,4,Female,3,1,Sales Representative,3,Married,26550,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Science,1,1692,4,Male,3,1,Laboratory Technician,2,Single,13930,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,1,1693,4,Male,3,1,Laboratory Technician,4,Single,25700,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1694,1,Male,2,1,Research Scientist,2,Divorced,35370,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,1,1696,2,Male,2,2,Laboratory Technician,4,Married,39860,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,1,1697,3,Male,1,3,Healthcare Representative,4,Divorced,108830,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,1,1698,2,Male,4,1,Laboratory Technician,2,Married,20280,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,1,1700,3,Male,1,2,Sales Executive,4,Divorced,95250,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,3,Science,1,1701,2,Female,2,1,Research Scientist,4,Married,29290,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,3,Science,1,1702,3,Male,3,1,Sales Representative,4,Divorced,22750,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,3,Science,1,1703,3,Female,4,3,Healthcare Representative,4,Married,78790,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,1704,1,Male,2,1,Research Scientist,4,Single,49300,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,1,1706,4,Male,3,2,Sales Executive,4,Married,78470,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,1,1707,3,Male,4,1,Research Scientist,3,Married,44010,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,1,1708,4,Male,3,3,Sales Executive,3,Single,92410,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,1,1709,4,Female,3,1,Laboratory Technician,3,Married,29740,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,4,Science,1,1710,3,Female,3,2,Sales Representative,4,Single,45020,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1,Science,1,1712,3,Male,2,3,Healthcare Representative,3,Married,107480,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,1,1714,4,Male,1,1,Human Resources,3,Married,15550,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,3,Science,1,1716,3,Male,1,4,Sales Executive,3,Married,129360,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,1,1718,4,Male,1,1,Laboratory Technician,3,Married,23050,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,1,1719,4,Female,2,4,Research Director,2,Single,167040,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,3,Science,1,1720,1,Male,3,1,Research Scientist,3,Married,34330,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,4,Science,1,1721,2,Male,3,1,Laboratory Technician,3,Married,34770,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,1,1722,3,Male,1,2,Human Resources,2,Married,64300,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,2,Science,1,1724,2,Female,3,2,Manufacturing Director,1,Married,65160,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,1,1725,2,Male,3,1,Laboratory Technician,1,Divorced,39070,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,4,Science,1,1727,3,Male,3,2,Healthcare Representative,2,Single,55620,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,4,Science,1,1728,4,Male,3,2,Manufacturing Director,3,Married,68830,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Science,1,1729,2,Male,3,1,Research Scientist,4,Married,28620,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,No,Non-Travel,Sales,2,4,Marketing,1,1731,3,Male,3,2,Sales Executive,2,Married,49780,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,3,Science,1,1732,3,Male,3,3,Sales Executive,4,Divorced,103680,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1,Divorced,61340,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Science,1,1734,1,Male,1,2,Sales Executive,2,Single,67350,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,1,1735,3,Female,3,1,Laboratory Technician,2,Single,32950,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,1,1736,4,Female,3,2,Manufacturing Director,4,Single,52380,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,3,Science,1,1737,4,Male,3,2,Laboratory Technician,4,Married,64720,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,3,Science,1,1739,4,Male,1,3,Sales Executive,3,Married,96100,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,1,1740,2,Male,3,5,Manager,2,Single,198330,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,3,Science,1,1744,3,Female,1,3,Human Resources,3,Married,97560,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1,Single,49680,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,1746,1,Male,3,1,Human Resources,4,Married,21450,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4,Divorced,21800,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1749,1,Male,3,2,Sales Executive,3,Married,83460,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,3,Medical,1,1751,3,Female,3,1,Research Scientist,4,Single,34450,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,1,1752,2,Female,1,1,Sales Representative,2,Single,27600,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,3,Science,1,1753,4,Male,4,2,Healthcare Representative,3,Single,62940,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,1,1754,3,Male,2,3,Sales Executive,1,Divorced,71400,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,4,Medical,1,1755,4,Male,4,1,Research Scientist,4,Married,29320,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
33,No,Non-Travel,Sales,2,3,Marketing,1,1756,4,Female,3,2,Sales Executive,2,Single,51470,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,Sales,11,4,Marketing,1,1757,4,Female,3,2,Sales Executive,4,Single,45070,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,3,Science,1,1758,1,Female,3,3,Sales Executive,1,Single,85640,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,1,1760,3,Female,2,1,Laboratory Technician,2,Married,24680,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,1761,1,Male,3,3,Sales Executive,3,Married,81610,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1762,4,Female,2,1,Research Scientist,1,Divorced,21090,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Science,1,1763,3,Male,4,2,Healthcare Representative,3,Married,52940,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,4,Technical Degree,1,1764,2,Male,3,1,Research Scientist,2,Single,27180,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,1,1766,2,Male,1,2,Healthcare Representative,4,Married,58110,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,1,1767,3,Male,2,1,Research Scientist,3,Married,24370,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,1,1768,2,Male,3,1,Laboratory Technician,2,Divorced,27660,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,1,1770,3,Male,2,5,Research Director,1,Married,190380,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,1,1771,4,Male,3,2,Research Scientist,2,Divorced,30550,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,4,Science,1,1772,3,Male,3,1,Laboratory Technician,1,Divorced,22890,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
34,No,Non-Travel,Sales,10,3,Science,1,1774,4,Male,3,2,Sales Executive,3,Divorced,40010,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7
53,No,Non-Travel,Research & Development,1,4,Medical,1,1775,1,Female,2,4,Manufacturing Director,3,Married,129650,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,3,Science,1,1778,2,Male,3,1,Human Resources,4,Single,35390,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
34,No,Travel_Rarely,Sales,3,2,Science,1,1779,4,Female,1,2,Sales Executive,4,Single,60290,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,1,Marketing,1,1780,2,Male,3,1,Sales Representative,2,Single,26790,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,2,Other,1,1782,4,Female,2,1,Laboratory Technician,3,Married,37020,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,1,1783,3,Female,3,1,Laboratory Technician,1,Married,23980,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
31,No,Travel_Rarely,Sales,29,4,Marketing,1,1784,1,Female,2,2,Sales Executive,4,Married,54680,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1786,1,Female,3,3,Manager,3,Married,131160,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
37,No,Travel_Rarely,Sales,9,2,Marketing,1,1787,2,Male,2,2,Sales Executive,2,Married,41890,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,4,Medical,1,1789,3,Male,3,5,Research Director,4,Divorced,193280,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,3,Science,1,1790,4,Male,3,3,Healthcare Representative,1,Married,83210,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1792,3,Male,3,1,Research Scientist,2,Divorced,23420,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,2,Other,1,1794,3,Male,3,2,Human Resources,2,Divorced,40710,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,3,Science,1,1797,3,Male,3,2,Sales Executive,4,Single,58130,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
